frame,div_pos,div_px
137,0.000000000e0,0.000000000e0
138,0.000000000e0,0.000000000e0
139,0.000000000e0,0.000000000e0
140,0.000000000e0,0.000000000e0
141,0.000000000e0,0.000000000e0
142,0.000000000e0,0.000000000e0
143,0.000000000e0,0.000000000e0
144,0.000000000e0,0.000000000e0
145,0.000000000e0,0.000000000e0
146,0.000000000e0,0.000000000e0
147,0.000000000e0,0.000000000e0
148,0.000000000e0,0.000000000e0
149,0.000000000e0,0.000000000e0
150,0.000000000e0,0.000000000e0
151,0.000000000e0,0.000000000e0
152,0.000000000e0,0.000000000e0
153,0.000000000e0,0.000000000e0
154,0.000000000e0,0.000000000e0
155,0.000000000e0,0.000000000e0
156,0.000000000e0,0.000000000e0
157,0.000000000e0,0.000000000e0
158,0.000000000e0,0.000000000e0
159,0.000000000e0,0.000000000e0
160,0.000000000e0,0.000000000e0
161,0.000000000e0,0.000000000e0
162,0.000000000e0,0.000000000e0
163,0.000000000e0,0.000000000e0
164,0.000000000e0,0.000000000e0
165,0.000000000e0,0.000000000e0
166,0.000000000e0,0.000000000e0
167,0.000000000e0,0.000000000e0
168,0.000000000e0,0.000000000e0
169,0.000000000e0,0.000000000e0
170,0.000000000e0,0.000000000e0
171,0.000000000e0,0.000000000e0
172,0.000000000e0,0.000000000e0
173,0.000000000e0,0.000000000e0
174,0.000000000e0,0.000000000e0
175,0.000000000e0,0.000000000e0
176,0.000000000e0,0.000000000e0
177,0.000000000e0,0.000000000e0
178,0.000000000e0,0.000000000e0
179,0.000000000e0,0.000000000e0
180,0.000000000e0,0.000000000e0
181,0.000000000e0,0.000000000e0
182,0.000000000e0,0.000000000e0
183,0.000000000e0,0.000000000e0
184,0.000000000e0,0.000000000e0
185,0.000000000e0,0.000000000e0
186,0.000000000e0,0.000000000e0
187,0.000000000e0,0.000000000e0
188,0.000000000e0,0.000000000e0
189,0.000000000e0,0.000000000e0
190,0.000000000e0,0.000000000e0
191,0.000000000e0,0.000000000e0
192,0.000000000e0,0.000000000e0
193,0.000000000e0,0.000000000e0
194,0.000000000e0,0.000000000e0
195,0.000000000e0,0.000000000e0
196,0.000000000e0,0.000000000e0
197,0.000000000e0,0.000000000e0
198,0.000000000e0,0.000000000e0
199,0.000000000e0,0.000000000e0
200,0.000000000e0,0.000000000e0
201,0.000000000e0,0.000000000e0
202,0.000000000e0,0.000000000e0
203,0.000000000e0,0.000000000e0
204,0.000000000e0,0.000000000e0
205,0.000000000e0,0.000000000e0
206,0.000000000e0,0.000000000e0
207,0.000000000e0,0.000000000e0
208,0.000000000e0,0.000000000e0
209,0.000000000e0,0.000000000e0
210,0.000000000e0,0.000000000e0
211,0.000000000e0,0.000000000e0
212,0.000000000e0,0.000000000e0
213,0.000000000e0,0.000000000e0
214,0.000000000e0,0.000000000e0
215,0.000000000e0,0.000000000e0
216,0.000000000e0,0.000000000e0
217,0.000000000e0,0.000000000e0
218,0.000000000e0,0.000000000e0
219,0.000000000e0,0.000000000e0
220,0.000000000e0,0.000000000e0
221,0.000000000e0,0.000000000e0
222,0.000000000e0,0.000000000e0
223,0.000000000e0,0.000000000e0
224,0.000000000e0,0.000000000e0
225,0.000000000e0,0.000000000e0
226,0.000000000e0,0.000000000e0
227,0.000000000e0,0.000000000e0
228,0.000000000e0,0.000000000e0
229,0.000000000e0,0.000000000e0
230,0.000000000e0,0.000000000e0
231,0.000000000e0,0.000000000e0
232,0.000000000e0,0.000000000e0
233,0.000000000e0,0.000000000e0
234,0.000000000e0,0.000000000e0
235,0.000000000e0,0.000000000e0
236,0.000000000e0,0.000000000e0
237,0.000000000e0,0.000000000e0
238,0.000000000e0,0.000000000e0
239,0.000000000e0,0.000000000e0
240,0.000000000e0,0.000000000e0
241,0.000000000e0,0.000000000e0
242,0.000000000e0,0.000000000e0
243,0.000000000e0,0.000000000e0
244,0.000000000e0,0.000000000e0
245,0.000000000e0,0.000000000e0
246,0.000000000e0,0.000000000e0
247,0.000000000e0,0.000000000e0
248,0.000000000e0,0.000000000e0
249,0.000000000e0,0.000000000e0
250,0.000000000e0,0.000000000e0
251,0.000000000e0,0.000000000e0
252,0.000000000e0,0.000000000e0
253,0.000000000e0,0.000000000e0
254,0.000000000e0,0.000000000e0
255,0.000000000e0,0.000000000e0
256,0.000000000e0,0.000000000e0
257,0.000000000e0,0.000000000e0
258,0.000000000e0,0.000000000e0
259,0.000000000e0,0.000000000e0
260,0.000000000e0,0.000000000e0
261,0.000000000e0,0.000000000e0
262,0.000000000e0,0.000000000e0
263,0.000000000e0,0.000000000e0
264,0.000000000e0,0.000000000e0
265,0.000000000e0,0.000000000e0
266,0.000000000e0,0.000000000e0
267,0.000000000e0,0.000000000e0
268,0.000000000e0,0.000000000e0
269,0.000000000e0,0.000000000e0
270,0.000000000e0,0.000000000e0
271,0.000000000e0,0.000000000e0
272,0.000000000e0,0.000000000e0
273,0.000000000e0,0.000000000e0
274,0.000000000e0,0.000000000e0
275,0.000000000e0,0.000000000e0
276,0.000000000e0,0.000000000e0
277,0.000000000e0,0.000000000e0
278,0.000000000e0,0.000000000e0
279,0.000000000e0,0.000000000e0
280,0.000000000e0,0.000000000e0
281,0.000000000e0,0.000000000e0
282,0.000000000e0,0.000000000e0
283,0.000000000e0,0.000000000e0
284,0.000000000e0,0.000000000e0
285,0.000000000e0,0.000000000e0
286,0.000000000e0,0.000000000e0
287,0.000000000e0,0.000000000e0
288,0.000000000e0,0.000000000e0
289,0.000000000e0,0.000000000e0
290,0.000000000e0,0.000000000e0
291,0.000000000e0,0.000000000e0
292,0.000000000e0,0.000000000e0
293,0.000000000e0,0.000000000e0
294,0.000000000e0,0.000000000e0
295,0.000000000e0,0.000000000e0
296,0.000000000e0,0.000000000e0
297,0.000000000e0,0.000000000e0
298,0.000000000e0,0.000000000e0
299,0.000000000e0,0.000000000e0
300,0.000000000e0,0.000000000e0
301,0.000000000e0,0.000000000e0
302,0.000000000e0,0.000000000e0
303,0.000000000e0,0.000000000e0
304,0.000000000e0,0.000000000e0
305,0.000000000e0,0.000000000e0
306,0.000000000e0,0.000000000e0
307,0.000000000e0,0.000000000e0
308,0.000000000e0,0.000000000e0
309,0.000000000e0,0.000000000e0
310,0.000000000e0,0.000000000e0
311,0.000000000e0,0.000000000e0
312,0.000000000e0,0.000000000e0
313,0.000000000e0,0.000000000e0
314,0.000000000e0,0.000000000e0
315,0.000000000e0,0.000000000e0
316,0.000000000e0,0.000000000e0
317,0.000000000e0,0.000000000e0
318,0.000000000e0,0.000000000e0
319,0.000000000e0,0.000000000e0
320,0.000000000e0,0.000000000e0
321,0.000000000e0,0.000000000e0
322,0.000000000e0,0.000000000e0
323,0.000000000e0,0.000000000e0
324,0.000000000e0,0.000000000e0
325,0.000000000e0,0.000000000e0
326,0.000000000e0,0.000000000e0
327,0.000000000e0,0.000000000e0
328,0.000000000e0,0.000000000e0
329,0.000000000e0,0.000000000e0
330,0.000000000e0,0.000000000e0
331,0.000000000e0,0.000000000e0
332,0.000000000e0,0.000000000e0
333,0.000000000e0,0.000000000e0
334,0.000000000e0,0.000000000e0
335,0.000000000e0,0.000000000e0
336,0.000000000e0,0.000000000e0
337,0.000000000e0,0.000000000e0
338,0.000000000e0,0.000000000e0
339,0.000000000e0,0.000000000e0
340,0.000000000e0,0.000000000e0
341,0.000000000e0,0.000000000e0
342,0.000000000e0,0.000000000e0
343,0.000000000e0,0.000000000e0
344,0.000000000e0,0.000000000e0
345,0.000000000e0,0.000000000e0
346,0.000000000e0,0.000000000e0
347,0.000000000e0,0.000000000e0
348,0.000000000e0,0.000000000e0
349,0.000000000e0,0.000000000e0
350,0.000000000e0,0.000000000e0
351,0.000000000e0,0.000000000e0
352,0.000000000e0,0.000000000e0
353,0.000000000e0,0.000000000e0
354,0.000000000e0,0.000000000e0
355,0.000000000e0,0.000000000e0
356,0.000000000e0,0.000000000e0
357,0.000000000e0,0.000000000e0
358,0.000000000e0,0.000000000e0
359,0.000000000e0,0.000000000e0
360,0.000000000e0,0.000000000e0
361,0.000000000e0,0.000000000e0
362,0.000000000e0,0.000000000e0
363,0.000000000e0,0.000000000e0
364,0.000000000e0,0.000000000e0
365,0.000000000e0,0.000000000e0
366,0.000000000e0,0.000000000e0
367,0.000000000e0,0.000000000e0
368,0.000000000e0,0.000000000e0
369,0.000000000e0,0.000000000e0
370,0.000000000e0,0.000000000e0
371,0.000000000e0,0.000000000e0
372,0.000000000e0,0.000000000e0
373,0.000000000e0,0.000000000e0
374,0.000000000e0,0.000000000e0
375,0.000000000e0,0.000000000e0
376,0.000000000e0,0.000000000e0
377,0.000000000e0,0.000000000e0
378,0.000000000e0,0.000000000e0
379,0.000000000e0,0.000000000e0
380,0.000000000e0,0.000000000e0
381,0.000000000e0,0.000000000e0
382,0.000000000e0,0.000000000e0
383,0.000000000e0,0.000000000e0
384,0.000000000e0,0.000000000e0
385,0.000000000e0,0.000000000e0
386,0.000000000e0,0.000000000e0
387,0.000000000e0,0.000000000e0
388,0.000000000e0,0.000000000e0
389,0.000000000e0,0.000000000e0
390,0.000000000e0,0.000000000e0
391,0.000000000e0,0.000000000e0
392,0.000000000e0,0.000000000e0
393,0.000000000e0,0.000000000e0
394,0.000000000e0,0.000000000e0
395,0.000000000e0,0.000000000e0
396,0.000000000e0,0.000000000e0
397,0.000000000e0,0.000000000e0
398,0.000000000e0,0.000000000e0
399,0.000000000e0,0.000000000e0
400,0.000000000e0,0.000000000e0
401,0.000000000e0,0.000000000e0
402,0.000000000e0,0.000000000e0
403,0.000000000e0,0.000000000e0
404,0.000000000e0,0.000000000e0
405,0.000000000e0,0.000000000e0
406,0.000000000e0,0.000000000e0
407,0.000000000e0,0.000000000e0
408,0.000000000e0,0.000000000e0
409,0.000000000e0,0.000000000e0
410,0.000000000e0,0.000000000e0
411,0.000000000e0,0.000000000e0
412,0.000000000e0,0.000000000e0
413,0.000000000e0,0.000000000e0
414,0.000000000e0,0.000000000e0
415,0.000000000e0,0.000000000e0
416,0.000000000e0,0.000000000e0
417,0.000000000e0,0.000000000e0
418,0.000000000e0,0.000000000e0
419,0.000000000e0,0.000000000e0
420,0.000000000e0,0.000000000e0
421,0.000000000e0,0.000000000e0
422,0.000000000e0,0.000000000e0
423,0.000000000e0,0.000000000e0
424,0.000000000e0,0.000000000e0
425,0.000000000e0,0.000000000e0
426,0.000000000e0,0.000000000e0
427,0.000000000e0,0.000000000e0
428,0.000000000e0,0.000000000e0
429,0.000000000e0,0.000000000e0
430,0.000000000e0,0.000000000e0
431,0.000000000e0,0.000000000e0
432,0.000000000e0,0.000000000e0
433,0.000000000e0,0.000000000e0
434,0.000000000e0,0.000000000e0
435,0.000000000e0,0.000000000e0
436,0.000000000e0,0.000000000e0
437,0.000000000e0,0.000000000e0
438,0.000000000e0,0.000000000e0
439,0.000000000e0,0.000000000e0
440,0.000000000e0,0.000000000e0
441,0.000000000e0,0.000000000e0
442,0.000000000e0,0.000000000e0
443,0.000000000e0,0.000000000e0
444,0.000000000e0,0.000000000e0
445,0.000000000e0,0.000000000e0
446,0.000000000e0,0.000000000e0
447,0.000000000e0,0.000000000e0
448,0.000000000e0,0.000000000e0
449,0.000000000e0,0.000000000e0
450,0.000000000e0,0.000000000e0
451,0.000000000e0,0.000000000e0
452,0.000000000e0,0.000000000e0
453,0.000000000e0,0.000000000e0
454,0.000000000e0,0.000000000e0
455,0.000000000e0,0.000000000e0
456,0.000000000e0,0.000000000e0
457,0.000000000e0,0.000000000e0
458,0.000000000e0,0.000000000e0
459,0.000000000e0,0.000000000e0
460,0.000000000e0,0.000000000e0
461,0.000000000e0,0.000000000e0
462,0.000000000e0,0.000000000e0
463,0.000000000e0,0.000000000e0
464,0.000000000e0,0.000000000e0
465,0.000000000e0,0.000000000e0
466,0.000000000e0,0.000000000e0
467,0.000000000e0,0.000000000e0
468,0.000000000e0,0.000000000e0
469,0.000000000e0,0.000000000e0
470,0.000000000e0,0.000000000e0
471,0.000000000e0,0.000000000e0
472,0.000000000e0,0.000000000e0
473,0.000000000e0,0.000000000e0
474,0.000000000e0,0.000000000e0
475,0.000000000e0,0.000000000e0
476,0.000000000e0,0.000000000e0
477,0.000000000e0,0.000000000e0
478,0.000000000e0,0.000000000e0
479,0.000000000e0,0.000000000e0
480,0.000000000e0,0.000000000e0
481,0.000000000e0,0.000000000e0
482,0.000000000e0,0.000000000e0
483,0.000000000e0,0.000000000e0
484,0.000000000e0,0.000000000e0
485,0.000000000e0,0.000000000e0
486,0.000000000e0,0.000000000e0
487,0.000000000e0,0.000000000e0
488,0.000000000e0,0.000000000e0
489,0.000000000e0,0.000000000e0
490,0.000000000e0,0.000000000e0
491,0.000000000e0,0.000000000e0
492,0.000000000e0,0.000000000e0
493,0.000000000e0,0.000000000e0
494,0.000000000e0,0.000000000e0
495,0.000000000e0,0.000000000e0
496,0.000000000e0,0.000000000e0
497,0.000000000e0,0.000000000e0
498,0.000000000e0,0.000000000e0
499,0.000000000e0,0.000000000e0
500,0.000000000e0,0.000000000e0
501,0.000000000e0,0.000000000e0
502,0.000000000e0,0.000000000e0
503,0.000000000e0,0.000000000e0
504,0.000000000e0,0.000000000e0
505,0.000000000e0,0.000000000e0
506,0.000000000e0,0.000000000e0
507,0.000000000e0,0.000000000e0
508,0.000000000e0,0.000000000e0
509,0.000000000e0,0.000000000e0
510,0.000000000e0,0.000000000e0
511,0.000000000e0,0.000000000e0
512,0.000000000e0,0.000000000e0
513,0.000000000e0,0.000000000e0
514,0.000000000e0,0.000000000e0
515,0.000000000e0,0.000000000e0
516,0.000000000e0,0.000000000e0
517,0.000000000e0,0.000000000e0
518,0.000000000e0,0.000000000e0
519,0.000000000e0,0.000000000e0
520,0.000000000e0,0.000000000e0
521,0.000000000e0,0.000000000e0
522,0.000000000e0,0.000000000e0
523,0.000000000e0,0.000000000e0
524,0.000000000e0,0.000000000e0
525,0.000000000e0,0.000000000e0
526,0.000000000e0,0.000000000e0
527,0.000000000e0,0.000000000e0
528,0.000000000e0,0.000000000e0
529,0.000000000e0,0.000000000e0
530,0.000000000e0,0.000000000e0
531,0.000000000e0,0.000000000e0
532,0.000000000e0,0.000000000e0
533,0.000000000e0,0.000000000e0
534,0.000000000e0,0.000000000e0
535,0.000000000e0,0.000000000e0
536,0.000000000e0,0.000000000e0
537,0.000000000e0,0.000000000e0
538,0.000000000e0,0.000000000e0
539,0.000000000e0,0.000000000e0
540,0.000000000e0,0.000000000e0
541,0.000000000e0,0.000000000e0
542,0.000000000e0,0.000000000e0
543,0.000000000e0,0.000000000e0
544,0.000000000e0,0.000000000e0
545,0.000000000e0,0.000000000e0
546,0.000000000e0,0.000000000e0
547,0.000000000e0,0.000000000e0
548,0.000000000e0,0.000000000e0
549,0.000000000e0,0.000000000e0
550,0.000000000e0,0.000000000e0
551,0.000000000e0,0.000000000e0
552,0.000000000e0,0.000000000e0
553,0.000000000e0,0.000000000e0
554,0.000000000e0,0.000000000e0
555,0.000000000e0,0.000000000e0
556,0.000000000e0,0.000000000e0
557,0.000000000e0,0.000000000e0
558,0.000000000e0,0.000000000e0
559,0.000000000e0,0.000000000e0
560,0.000000000e0,0.000000000e0
561,0.000000000e0,0.000000000e0
562,0.000000000e0,0.000000000e0
563,0.000000000e0,0.000000000e0
564,0.000000000e0,0.000000000e0
565,0.000000000e0,0.000000000e0
566,0.000000000e0,0.000000000e0
567,0.000000000e0,0.000000000e0
568,0.000000000e0,0.000000000e0
569,0.000000000e0,0.000000000e0
570,0.000000000e0,0.000000000e0
571,0.000000000e0,0.000000000e0
572,0.000000000e0,0.000000000e0
573,0.000000000e0,0.000000000e0
574,0.000000000e0,0.000000000e0
575,0.000000000e0,0.000000000e0
576,0.000000000e0,0.000000000e0
577,0.000000000e0,0.000000000e0
578,0.000000000e0,0.000000000e0
579,0.000000000e0,0.000000000e0
580,0.000000000e0,0.000000000e0
581,0.000000000e0,0.000000000e0
582,0.000000000e0,0.000000000e0
583,0.000000000e0,0.000000000e0
584,0.000000000e0,0.000000000e0
585,0.000000000e0,0.000000000e0
586,0.000000000e0,0.000000000e0
587,0.000000000e0,0.000000000e0
588,0.000000000e0,0.000000000e0
589,0.000000000e0,0.000000000e0
590,0.000000000e0,0.000000000e0
591,0.000000000e0,0.000000000e0
592,0.000000000e0,0.000000000e0
593,0.000000000e0,0.000000000e0
594,0.000000000e0,0.000000000e0
595,0.000000000e0,0.000000000e0
596,0.000000000e0,0.000000000e0
597,0.000000000e0,0.000000000e0
598,0.000000000e0,0.000000000e0
599,0.000000000e0,0.000000000e0
600,0.000000000e0,0.000000000e0
601,0.000000000e0,0.000000000e0
602,0.000000000e0,0.000000000e0
603,0.000000000e0,0.000000000e0
604,0.000000000e0,0.000000000e0
605,0.000000000e0,0.000000000e0
606,0.000000000e0,0.000000000e0
607,0.000000000e0,0.000000000e0
608,0.000000000e0,0.000000000e0
609,0.000000000e0,0.000000000e0
610,0.000000000e0,0.000000000e0
611,0.000000000e0,0.000000000e0
612,0.000000000e0,0.000000000e0
613,0.000000000e0,0.000000000e0
614,0.000000000e0,0.000000000e0
615,0.000000000e0,0.000000000e0
616,0.000000000e0,0.000000000e0
617,0.000000000e0,0.000000000e0
618,0.000000000e0,0.000000000e0
619,0.000000000e0,0.000000000e0
620,0.000000000e0,0.000000000e0
621,0.000000000e0,0.000000000e0
622,0.000000000e0,0.000000000e0
623,0.000000000e0,0.000000000e0
624,0.000000000e0,0.000000000e0
625,0.000000000e0,0.000000000e0
626,0.000000000e0,0.000000000e0
627,0.000000000e0,0.000000000e0
628,0.000000000e0,0.000000000e0
629,0.000000000e0,0.000000000e0
630,0.000000000e0,0.000000000e0
631,0.000000000e0,0.000000000e0
632,0.000000000e0,0.000000000e0
633,0.000000000e0,0.000000000e0
634,0.000000000e0,0.000000000e0
635,0.000000000e0,0.000000000e0
636,0.000000000e0,0.000000000e0
637,0.000000000e0,0.000000000e0
638,0.000000000e0,0.000000000e0
639,0.000000000e0,0.000000000e0
640,0.000000000e0,0.000000000e0
641,0.000000000e0,0.000000000e0
642,0.000000000e0,0.000000000e0
643,0.000000000e0,0.000000000e0
644,0.000000000e0,0.000000000e0
645,0.000000000e0,0.000000000e0
646,0.000000000e0,0.000000000e0
647,0.000000000e0,0.000000000e0
648,0.000000000e0,0.000000000e0
649,0.000000000e0,0.000000000e0
650,0.000000000e0,0.000000000e0
651,0.000000000e0,0.000000000e0
652,0.000000000e0,0.000000000e0
653,0.000000000e0,0.000000000e0
654,0.000000000e0,0.000000000e0
655,0.000000000e0,0.000000000e0
656,0.000000000e0,0.000000000e0
657,0.000000000e0,0.000000000e0
658,0.000000000e0,0.000000000e0
659,0.000000000e0,0.000000000e0
660,0.000000000e0,0.000000000e0
661,0.000000000e0,0.000000000e0
662,0.000000000e0,0.000000000e0
663,0.000000000e0,0.000000000e0
664,0.000000000e0,0.000000000e0
665,0.000000000e0,0.000000000e0
666,0.000000000e0,0.000000000e0
667,0.000000000e0,0.000000000e0
668,0.000000000e0,0.000000000e0
669,0.000000000e0,0.000000000e0
670,0.000000000e0,0.000000000e0
671,0.000000000e0,0.000000000e0
672,0.000000000e0,0.000000000e0
673,0.000000000e0,0.000000000e0
674,0.000000000e0,0.000000000e0
675,0.000000000e0,0.000000000e0
676,0.000000000e0,0.000000000e0
677,0.000000000e0,0.000000000e0
678,0.000000000e0,0.000000000e0
679,0.000000000e0,0.000000000e0
680,0.000000000e0,0.000000000e0
681,0.000000000e0,0.000000000e0
682,0.000000000e0,0.000000000e0
683,0.000000000e0,0.000000000e0
684,0.000000000e0,0.000000000e0
685,0.000000000e0,0.000000000e0
686,0.000000000e0,0.000000000e0
687,0.000000000e0,0.000000000e0
688,0.000000000e0,0.000000000e0
689,0.000000000e0,0.000000000e0
690,0.000000000e0,0.000000000e0
691,0.000000000e0,0.000000000e0
692,0.000000000e0,0.000000000e0
693,0.000000000e0,0.000000000e0
694,0.000000000e0,0.000000000e0
695,0.000000000e0,0.000000000e0
696,0.000000000e0,0.000000000e0
697,0.000000000e0,0.000000000e0
698,0.000000000e0,0.000000000e0
699,0.000000000e0,0.000000000e0
700,0.000000000e0,0.000000000e0
701,0.000000000e0,0.000000000e0
702,0.000000000e0,0.000000000e0
703,0.000000000e0,0.000000000e0
704,0.000000000e0,0.000000000e0
705,0.000000000e0,0.000000000e0
706,0.000000000e0,0.000000000e0
707,0.000000000e0,0.000000000e0
708,0.000000000e0,0.000000000e0
709,0.000000000e0,0.000000000e0
710,0.000000000e0,0.000000000e0
711,0.000000000e0,0.000000000e0
712,0.000000000e0,0.000000000e0
713,0.000000000e0,0.000000000e0
714,0.000000000e0,0.000000000e0
715,0.000000000e0,0.000000000e0
716,0.000000000e0,0.000000000e0
717,0.000000000e0,0.000000000e0
718,0.000000000e0,0.000000000e0
719,0.000000000e0,0.000000000e0
720,0.000000000e0,0.000000000e0
721,0.000000000e0,0.000000000e0
722,0.000000000e0,0.000000000e0
723,0.000000000e0,0.000000000e0
724,0.000000000e0,0.000000000e0
725,0.000000000e0,0.000000000e0
726,0.000000000e0,0.000000000e0
727,0.000000000e0,0.000000000e0
728,0.000000000e0,0.000000000e0
729,0.000000000e0,0.000000000e0
730,0.000000000e0,0.000000000e0
731,0.000000000e0,0.000000000e0
732,0.000000000e0,0.000000000e0
733,0.000000000e0,0.000000000e0
734,0.000000000e0,0.000000000e0
735,0.000000000e0,0.000000000e0
736,0.000000000e0,0.000000000e0
737,0.000000000e0,0.000000000e0
738,0.000000000e0,0.000000000e0
739,0.000000000e0,0.000000000e0
740,0.000000000e0,0.000000000e0
741,0.000000000e0,0.000000000e0
742,0.000000000e0,0.000000000e0
743,0.000000000e0,0.000000000e0
744,0.000000000e0,0.000000000e0
745,0.000000000e0,0.000000000e0
746,0.000000000e0,0.000000000e0
747,0.000000000e0,0.000000000e0
748,0.000000000e0,0.000000000e0
749,0.000000000e0,0.000000000e0
750,0.000000000e0,0.000000000e0
751,0.000000000e0,0.000000000e0
752,0.000000000e0,0.000000000e0
753,0.000000000e0,0.000000000e0
754,0.000000000e0,0.000000000e0
755,0.000000000e0,0.000000000e0
756,0.000000000e0,0.000000000e0
757,0.000000000e0,0.000000000e0
758,0.000000000e0,0.000000000e0
759,0.000000000e0,0.000000000e0
760,0.000000000e0,0.000000000e0
761,0.000000000e0,0.000000000e0
762,0.000000000e0,0.000000000e0
763,0.000000000e0,0.000000000e0
764,0.000000000e0,0.000000000e0
765,0.000000000e0,0.000000000e0
766,0.000000000e0,0.000000000e0
767,0.000000000e0,0.000000000e0
768,0.000000000e0,0.000000000e0
769,0.000000000e0,0.000000000e0
770,0.000000000e0,0.000000000e0
771,0.000000000e0,0.000000000e0
772,0.000000000e0,0.000000000e0
773,0.000000000e0,0.000000000e0
774,0.000000000e0,0.000000000e0
775,0.000000000e0,0.000000000e0
